<<<<<<< HEAD
year,month,store_id,country,name_of_repairitem
2019,1,3865,United States,Black LCD Screen Replacement
2019,2,3865,United States,White LCD Screen Replacement
2019,3,3865,United States,White LCD Screen Replacement
2019,4,3865,United States,White LCD Screen Replacement
2019,5,3865,United States,Screen Replacement
2019,6,3865,United States,Black LCD Screen Replacement
2019,7,3865,United States,Screen Replacement
2019,8,3865,United States,dIgnostic
2019,9,3865,United States,OS Install
2019,10,3865,United States,White LCD Screen Replacement
2019,11,3865,United States,White LCD Screen Replacement
2019,12,3865,United States,Screen Repair
2020,1,3865,United States,Screen Repair
2020,2,3865,United States,Virus Removal 
2020,3,3865,United States,LCD Screen Replacement
2020,4,3865,United States,Screen Repair
2020,5,3865,United States,Cleaning
2020,6,3865,United States,Battery
2020,7,3865,United States,Diagnostic
2020,8,3865,United States,Black LCD & Digitizer Replacement
2020,9,3865,United States,diagnostic
2020,10,3865,United States,Screen Repair
2020,11,3865,United States,Physical Cleaning / Thermal Paste Replacement
2020,12,3865,United States,Diagnostic
2019,3,3871,United Kingdom,Screen repair
2019,4,3871,United Kingdom,"Screen repair, Charging Port"
2019,5,3871,United Kingdom,Screen Repair
2019,1,3872,United Kingdom,Screen repair
2019,3,3872,United Kingdom,Screen repair
2019,4,3876,United States,Digitizer Replacement
2019,5,3876,United States,Digitizer Replacement
2019,6,3876,United States,Cracked Screen
2019,7,3876,United States,Rear Camera Glass Lens Replacement 
2019,8,3876,United States,Cracked Screen
2019,9,3876,United States,Cracked Screen
2019,10,3876,United States,Cracked Screen
2019,11,3876,United States,Cracked Screen 
2019,12,3876,United States,"Cracked Screen / Digi  , Home Button Replacement"
2020,1,3876,United States,Camera Glass
2020,2,3876,United States,"Charging Port Replacement, battery replacement"
2020,3,3876,United States,Cracked Screen
2020,4,3876,United States,Cracked Screen
2020,5,3876,United States,Rear Camera Glass Lens
2020,6,3876,United States,Damaged Digitizer / LCD Screen
2020,7,3876,United States,Battery
2020,8,3876,United States,"Battery, Damaged Digitizer / LCD Screen, Home Button "
2020,9,3876,United States,Battery
2020,10,3876,United States,Damaged Digitizer / LCD Screen
2020,11,3876,United States,Damaged Digitizer / LCD Screen
2020,12,3876,United States,Proxi and Microphone replacement
2019,1,3878,United States,iPhone 6 Battery
2019,2,3878,United States,Screen (Digitizer+LCD) Replacement White
2019,3,3878,United States,Screen (Digitizer+LCD) Black
2019,4,3878,United States,Screen (Digitizer+LCD) Replacement Black
2019,5,3878,United States,Screen (Digitizer+LCD) Replacement White
2019,6,3878,United States,LCD/Digitizer Replacement (Black)
2019,7,3878,United States,Screen (Digitizer+LCD) White
2019,8,3878,United States,LCD/Digitizer Replacement
2019,9,3878,United States,Touch Glass (Digitizer Only) Wht
2019,10,3878,United States,Screen (Digitizer+LCD) Black
2019,11,3878,United States,LCD/Digitizer Replacement (White)
2019,12,3878,United States,LCD/Digitizer Replacement (Black)
2020,1,3878,United States,LCD/Digitizer Replacement (Black)
2020,2,3878,United States,Charging Port Replacement
2020,3,3878,United States,Back Glass Replacement
2020,4,3878,United States,OLED/Digitizer Replacement
2020,5,3878,United States,Digitizer Replacement
2020,6,3878,United States,Screen Replacement White
2020,7,3878,United States,Screen (Digitizer+LCD) Replacement White
2020,8,3878,United States,Charging Port Replacement
2020,9,3878,United States,Screen (Digitizer+LCD) Black
2020,10,3878,United States,Digitizer Replacement
2020,11,3878,United States,Charging Port Replacement
2020,12,3878,United States,LCD/Digitizer Replacement (WHITE)
2019,1,3880,United States,Diagnostics
2019,2,3880,United States,lcd
2019,3,3880,United States,*Screen Replacement Black
2019,4,3880,United States,*Black Screen replacement
2019,5,3880,United States,*Screen replacement Wht
2019,6,3880,United States,"Screen Replacement J320, Home Button Flex"
2019,7,3880,United States,*Screen Replacement Black
2019,8,3880,United States,*Screen replacement Blk
2019,9,3880,United States,Back Camera Replacement
2019,10,3880,United States,"Screen (Digitizer+LCD) Black, Speaker Clean"
2019,11,3880,United States,Charging Port Replacement
2019,12,3880,United States,*Black Screen replacement
2020,1,3880,United States,asus x53e
2020,2,3880,United States,broken digitizer 
2020,3,3880,United States,Water Damage Process
2020,4,3880,United States,Charge Port
2020,5,3880,United States,Screen Replacement J327
2020,6,3880,United States,*Port Clean
2020,7,3880,United States,Screen (Digitizer+LCD) Replacement
2020,8,3880,United States,*Battery Replacement
2020,9,3880,United States,*Screen repair White
2020,10,3880,United States,*Screen replacement Blk
2020,11,3880,United States,Port Clean
2020,12,3880,United States,Warranty
2019,1,3896,United Kingdom,software
2019,2,3896,United Kingdom,LIQUID
2019,3,3896,United Kingdom,earpiece
2019,4,3896,United Kingdom,lcd
2019,5,3896,United Kingdom,NO POWER
2019,6,3896,United Kingdom,screen
2019,7,3896,United Kingdom,LCD BEST
2019,8,3896,United Kingdom,LCD
2019,9,3896,United Kingdom,CRACKED/UNRESPONSIVE
2019,10,3896,United Kingdom,other 
2019,11,3896,United Kingdom,water damage
2019,12,3896,United Kingdom,charging flex
2020,1,3896,United Kingdom,Inspection
2020,2,3896,United Kingdom,Cracked screen
2020,3,3896,United Kingdom,screen
2020,4,3896,United Kingdom,"screen, HOUSING"
2020,5,3896,United Kingdom,screen damage
2020,6,3896,United Kingdom,screen
2019,1,3898,Australia,"Original Google Pixel 2 XL Screen Replacement, Rear glass replacement "
2019,2,3898,Australia,iPhone x screen replacement
2019,3,3898,Australia,Generic Screen +Lcd Replacement
2019,4,3898,Australia,Water Damage Repair
2019,5,3898,Australia,Pixel 3 XL Screen Replacement 
2019,6,3898,Australia,Power IC Repair 
2019,7,3898,Australia,Original Pixel 3a XL Front Screen Replacement
2019,8,3898,Australia,original front screen replacement 
2019,9,3898,Australia,Generic screen replacement
2019,10,3898,Australia,"original front screen replacement , Back Camera Cover Glass Replacement"
2019,11,3898,Australia,Back camera glass replacement
2019,12,3898,Australia,Aftermarket Rear Glass Replacement
2020,1,3898,Australia,Original screen replacement 
2020,2,3898,Australia,Original Display Replacement
2020,3,3898,Australia,Original Glass Replacement
2020,4,3898,Australia,Logic Board Replacement
2020,5,3898,Australia,Original front screen replacement 
2020,6,3898,Australia,Pixel 4 XL Screen Replacement 
2020,7,3898,Australia,Logic Board Repair
2020,8,3898,Australia,Rear Glass Replacement
2020,9,3898,Australia,Original Display Replacement
2020,10,3898,Australia,Original Screen ( Display )Replacement
2020,11,3898,Australia,Original Glass Replacement
2020,12,3898,Australia,Original front screen replacement 
2019,1,3908,United States,SOLD
2019,2,3908,United States,WIFI
2019,3,3908,United States,Screen (Digitizer+LCD) Replacement Black
2019,4,3908,United States,STNBY LIGHT ONLY 
2019,5,3908,United States,Battery
2019,6,3908,United States,not charging
2019,7,3908,United States,Screen (Digitizer+LCD) White
2019,8,3908,United States,Galaxy S8 Screen repair with new back glass
2019,9,3908,United States,Hdmi repair
2019,10,3908,United States,Diagnostic
2019,11,3908,United States,Cracked screen and back
2019,12,3908,United States,Diagnostic
2020,1,3908,United States,Not Booting
2020,2,3908,United States,NOT POWERING ON
2020,3,3908,United States,iNSTALLED THE NEW MVME AND NOW BLUE SCREEN
2020,4,3908,United States, Full Touch / LCD Assembly
2020,5,3908,United States,Screen(Digitizer+LCD)Wht
2020,6,3908,United States,BLUE SCREEN
2020,7,3908,United States,BackGlass/New Screen Rebuild
2020,8,3908,United States,Liquid
2020,9,3908,United States, Full Touch / LCD Assembly
2020,10,3908,United States,Screen LCD & Digitizer Repair
2020,11,3908,United States, Full Touch / LCD Assembly
2020,12,3908,United States,BROKEN SCREEN
2019,1,3914,United Kingdom,Cracked Glass Screen Repair Service
2019,2,3914,United Kingdom,S8 Screen Repair Service Black
2019,3,3914,United Kingdom,S8 Screen Repair Service Black
2019,4,3914,United Kingdom,S8 Screen Repair Service
2019,8,3914,United Kingdom,S7E Pink Screen Repair Service
2019,11,3925,United Kingdom,Screen Replacement
2019,12,3925,United Kingdom,Main Board Issues
2020,1,3925,United Kingdom,Charging Port 
2020,2,3925,United Kingdom,Front Glass Replacement
2020,3,3925,United Kingdom,Charging Port 
2020,6,3925,United Kingdom,Screen Replacement
2020,7,3925,United Kingdom,Battery Replacement
2020,8,3925,United Kingdom,Charging Port 
2020,9,3925,United Kingdom,Dead
2020,10,3925,United Kingdom,UNLOCKING
2020,11,3925,United Kingdom,Screen Replacement
2020,12,3925,United Kingdom,Screen Replacement
2019,1,3927,United States,Battery Replacement
2019,1,3933,United Kingdom,LCD screen
2019,3,3933,United Kingdom,Battery
2019,4,3933,United Kingdom,iPhone 6 Battery
2019,5,3933,United Kingdom,Battery
2019,1,3936,United States,Screen Replacement (SPECIAL ORDER ONLY)
2019,2,3936,United States,Battery replacement
2019,3,3936,United States,Screen Replacement
2019,4,3936,United States,Screen Replacement
2019,5,3936,United States,Screen Replacement 
2019,6,3936,United States,Screen Replacement 
2019,7,3936,United States,Aftermarket screen 
2019,8,3936,United States,Touch glass (Digitizer) 
2019,9,3936,United States,diagnostics
2019,10,3936,United States,"diagnostics, logic board "
2019,11,3936,United States,Touch glass (Digitizer) 
2019,12,3936,United States,Screen Replacement
2020,1,3936,United States,Battery Replacement
2020,2,3936,United States,Aftermarket Screen
2020,3,3936,United States,Digitizer
2020,4,3936,United States,Aftermarket Screen
2020,5,3936,United States,Digitizer
2020,6,3936,United States,lcd replacement
2020,7,3936,United States,Battery replacement
2020,8,3936,United States,Screen Replacement (SPECIAL ORDER ONLY)
2020,9,3936,United States,Battery replacement
2020,10,3936,United States,Aftermarket screen
2020,11,3936,United States,Aftermarket Screen
2020,12,3936,United States,Screen Replacement 
2019,7,3939,Denmark,Swap
2019,8,3939,Denmark,Tilbud på udskiftning af LCD + Bagcover
2019,3,3941,Denmark,Diagnose
2020,2,3957,United Kingdom,LCD Replacement White 
2020,3,3957,United Kingdom,LCD Replacement White 
2020,7,3957,United Kingdom,LCD Replacement
2020,8,3957,United Kingdom,LCD Replacement
2020,9,3957,United Kingdom,LCD  Replacement Black 
2020,10,3957,United Kingdom,Board Repair
2020,11,3957,United Kingdom,LCD Replacement White 
2020,12,3957,United Kingdom,LCD  Replacement Black 
2019,1,3958,Ireland,Screen (Digitizer+LCD) White
2019,2,3958,Ireland,**Diagnose**
2019,3,3958,Ireland,LCD Replacement (Black)
2019,4,3958,Ireland,Screen (Digitizer+LCD) White
2019,5,3958,Ireland,**Diagnose**
2019,6,3958,Ireland,Screen (Digitizer+LCD) Black
2019,7,3958,Ireland,Battery Replacement
2019,8,3958,Ireland,**Diagnose**
2019,1,3965,United Kingdom,"White Screen Supply & Install, Home Button Repair"
2019,2,3965,United Kingdom,Screen (Digitizer+LCD) Black
2019,3,3965,United Kingdom,Charging Port Replacement
2019,4,3965,United Kingdom,"Screen (Digitizer+LCD) Black, iPhone 6 Battery, Liquid Damage Service"
2019,5,3965,United Kingdom,Screen (Digitizer+LCD) Black
2019,6,3965,United Kingdom,Battery Replacement
2019,7,3965,United Kingdom,Screen (Digitizer+LCD) Black
2019,8,3965,United Kingdom,Battery Replacement
2019,9,3965,United Kingdom,Screen (Digitizer+LCD) Black
2019,10,3965,United Kingdom,White Screen Supply & Install
2019,11,3965,United Kingdom,Screen (Digitizer+LCD) Replacement White
2019,12,3965,United Kingdom,Genuine iPhone X Screen & Touch Digitiser Replacement
2020,1,3965,United Kingdom,Screen (Digitizer+LCD) Replacement Black
2020,2,3965,United Kingdom,Screen (Digitizer+LCD) Replacement Black Genuine OEM Screen Replacement
2020,3,3965,United Kingdom,Battery Replacement
2020,5,3965,United Kingdom,Charging Port Replacement
2020,6,3965,United Kingdom,Screen (Digitizer+LCD) Replacement Black
2020,7,3965,United Kingdom,Screen (Digitizer+LCD) Replacement Black
2020,8,3965,United Kingdom,Screen (Digitizer+LCD) Replacement Black
2020,9,3965,United Kingdom,"Screen (Digitizer+LCD) Replacement Black, Battery Replacement"
2020,10,3965,United Kingdom,Screen (Digitizer+LCD) Replacement
2020,11,3965,United Kingdom,Battery Replacement
2020,12,3965,United Kingdom,Touch glass (Digitizer) White
2019,1,3968,United States,OEM CRACKED SCREEN (Digitizer+LCD)
2019,2,3968,United States,"AM CRACK SCREEN , home button"
2019,3,3968,United States,AM - CRACK SCREEN 
2019,4,3968,United States,Charging Port Replacement
2019,5,3968,United States,(OEM) CRACKED SCREEN 
2019,6,3968,United States,AM CRACKED Screen (Digitizer+LCD)
2019,7,3968,United States,Ear Speaker
2019,8,3968,United States,(AM) CRACKED SCREEN 
2019,9,3968,United States,cracked screen 
2019,10,3968,United States,(AM) CRACKED SCREEN 
2019,11,3968,United States,(AM) CRACKED SCREEN 
2019,12,3968,United States,(AM) CRACKED SCREEN 
2020,1,3968,United States,XR cracked screen
2020,2,3968,United States,cracked screen
2020,3,3968,United States,(OEM) CRACKED SCREEN 
2020,4,3968,United States,General Inspection and Check
2020,5,3968,United States,LCD Replacement
2020,6,3968,United States,(AM) CRACKED SCREEN 
2020,7,3968,United States,Premium Cracked Screen OLED (OEM REFURB)
2020,8,3968,United States,Cracked Screen
2020,9,3968,United States,General Inspection and Check
2019,1,4017,Australia,LCD Replacement
2019,2,4017,Australia,Screen (Digitizer+LCD) Replacement White
2019,3,4017,Australia,LCD Digitiser
2019,4,4017,Australia,LCD + Body Replacement
2019,5,4017,Australia,battery
2019,12,4017,Australia,Apple iphone 6 plus Battery
2019,1,4028,Canada,Remplacement de la vitre - Haut de Gamme
2019,2,4028,Canada,Réparation de la vitre - Haut de Gamme
2019,3,4028,Canada,Remplacement de la vitre - Tech+
2019,4,4028,Canada,Remplacement de l'écran
2019,5,4028,Canada,Remplacement du port de charge
2019,6,4028,Canada,Remplacement de la batterie
2019,7,4028,Canada,Remplacement de la batterie
2019,8,4028,Canada,Remplacement de la batterie
2019,9,4028,Canada,"Remplacement  de la vitre , Remplacement de la batterie"
2019,10,4028,Canada,Remplacement de la batterie - Grande capacité
2019,11,4028,Canada,Remplacement de l'écran
2019,12,4028,Canada,Remplacement de la vitre - Tech+
2020,2,4028,Canada,Remplacement de la batterie
2020,3,4028,Canada,Remplacement de l'écran
2020,4,4028,Canada,Remplacement de la vitre - Haut de Gamme
2020,5,4028,Canada,Remplacement de la vitre - Tech+
2020,6,4028,Canada,Remplacement de la vitre - Tech+
2020,7,4028,Canada,Remplacement de la batterie
2020,8,4028,Canada,Remplacement de l'écran - Haut de Gamme
2020,9,4028,Canada,Remplacement de l'écran - Haut de Gamme
2020,10,4028,Canada,Remplacement de la vitre - Tech+
2020,11,4028,Canada,Remplacement de l'écran - Haut de Gamme
2020,12,4028,Canada,Remplacement de la batterie
2019,1,4033,United Kingdom,Charger Port Replacement
2019,2,4033,United Kingdom,Battery Replacement 5
2019,3,4033,United Kingdom,Iphone 3G Digitizer Replacement
2019,4,4033,United Kingdom,Screen (Digitizer and LCD) replacement
2019,5,4033,United Kingdom,Battery Replacement
2019,6,4033,United Kingdom,Battery Replacement
2019,7,4033,United Kingdom,Battery Replacement
2019,8,4033,United Kingdom,Battery Replacement
2019,9,4033,United Kingdom,Battery Replacement
2019,10,4033,United Kingdom,Battery Replacement
2020,1,4033,United Kingdom,Screen Repair iPhone 5
2020,2,4033,United Kingdom,a. LCD/Glass replacement
2020,3,4033,United Kingdom,Screen (Digitizer+LCD) Replacement
2020,4,4033,United Kingdom,a. LCD/Glass replacement
2020,5,4033,United Kingdom,a. LCD/Glass Premium replacement
2020,6,4033,United Kingdom,LCD Replacement
2020,7,4033,United Kingdom,"b. Li-ion Battery Replacement, a. LCD/Glass replacement"
2020,8,4033,United Kingdom,a. LCD/Glass Premium replacement
2020,9,4033,United Kingdom,Screen (Digitizer+LCD) Replacement
2020,10,4033,United Kingdom,Screen (Digitizer+LCD) Replacement
2020,11,4033,United Kingdom,Screen (Digitizer+LCD) Replacement
2020,12,4033,United Kingdom,Screen (Digitizer+LCD) Replacement
2019,7,4034,Australia,Battery Replacement
2019,1,4047,United States,*White Screen replacement
2019,2,4047,United States,Speaker Clean
2019,3,4047,United States,*White Screen replacement
2019,4,4047,United States,*iPhone 6 Battery
2019,5,4047,United States,liquid damage
2019,6,4047,United States,*Screen replacement Wht
2019,7,4047,United States,liquid damage
2019,8,4047,United States,*Screen Replacement White
2019,9,4047,United States,Port Clean
2019,10,4047,United States,Screen (Digitizer+LCD) Black
2019,11,4047,United States,*Screen repair White
2019,12,4047,United States,soldering
2020,1,4047,United States,Screen replacement 
2020,2,4047,United States,*Screen Replacement Black
2020,3,4047,United States,Charging Port Replacement
2020,4,4047,United States,Charging Port Replacement
2020,5,4047,United States,*Screen Replacement 
2020,6,4047,United States,Screen replacement 
2020,7,4047,United States,*Screen replacement Blk
2020,8,4047,United States,*Screen repair Black
2020,9,4047,United States,"Screen Replacement , battery replacement , 7th Gen iPad LCD"
2020,10,4047,United States,*Screen Replacement Black
2020,11,4047,United States,Port Clean
2020,12,4047,United States,Screen replacement 
2019,1,4067,Australia,LCD Replacement
2019,2,4067,Australia,"Charging Port Repair, LCD Replacement"
2019,3,4067,Australia,LCD Replacement
2019,4,4067,Australia,LCD Replacement
2019,5,4067,Australia,LCD replacement
2019,6,4067,Australia,Battery Replacement
2019,7,4067,Australia,Battery Replacement
2019,8,4067,Australia,LCD Replacement
2019,9,4067,Australia,LCD Replacement
2019,10,4067,Australia,LCD Replacement
2019,11,4067,Australia,LCD Replacement
2019,12,4067,Australia,LCD Replacement
2020,1,4067,Australia,LCD Replacement
2020,2,4067,Australia,lcd replacement
2020,3,4067,Australia,LCD Replacement
2020,4,4067,Australia,LCD Replacement
2020,5,4067,Australia,Charging Port
2020,6,4067,Australia,"Home Button Repair, Lcd"
2020,7,4067,Australia,LCD Replacement
2020,8,4067,Australia,LCD Replacement 
2020,9,4067,Australia,LCD Replacement
2020,10,4067,Australia,Camera Glass
2020,11,4067,Australia,LCD Replacement
2020,12,4067,Australia,LCD Replacement
2019,1,4085,United States,Screen Repair 
2019,2,4085,United States,Software Install
2019,3,4085,United States,Shipping Fee
2019,4,4085,United States,Battery Replacement
2019,5,4085,United States,Shipping Fee
2019,6,4085,United States,Software Restore
2019,7,4085,United States,Battery Replacement
2019,8,4085,United States,Screen Repair 
2019,9,4085,United States,Diagnostic
2019,10,4085,United States,Screen Repair 
2019,11,4085,United States,OLED Screen Replacement
2019,12,4085,United States,Battery Replacement
2020,1,4085,United States,LCD ASSEMBLY WITH DIGITIZER FOR MICROSOFT SURFACE PRO 3
2020,2,4085,United States,Galaxy S6 Battery
2020,3,4085,United States,Pixel 2 5.0'' LCD Display
2019,5,4088,,Free Diagnostic
2019,7,4088,,High Quality Generic Screen Replacement 6 Month warranty
2019,9,4088,,Battery Replacement
2020,4,4088,,Generic screen replacement LCD Replacement
2020,5,4088,,Original Screen Replacement
2019,10,4097,United States,voice ic
2019,11,4097,United States,Iphone
2019,12,4097,United States,Screen Repair
2020,1,4097,United States,Screen Repair
2020,2,4097,United States,Screen Repair
2020,3,4097,United States,Screen Repair
2020,4,4097,United States,keyboard
2020,5,4097,United States,airpods
2020,8,4097,United States,IPHONE XS MAX DEVICE
2020,9,4097,United States,Screen Repair
2020,10,4097,United States,Screen Repair
2020,11,4097,United States,Screen Repair
2019,1,4098,United States,iPhone 8 Glass Only Screen Repair
2019,2,4098,United States,iPhone 7 Plus Glass Only Screen Repair
2019,3,4098,United States,iPhone 6 Battery Replacement
2019,4,4098,United States,iPhone 8 Glass Only Screen Repair
2019,5,4098,United States,iPhone 6s Battery Replacement
2019,6,4098,United States,iPhone 6s Battery Replacement
2019,7,4098,United States,iPhone 8 Glass Only Screen Repair
2019,8,4098,United States,iPhone 6s Plus Replacement Screen Repair
2019,9,4098,United States,iPad 4 Battery Replacement
2019,10,4098,United States,iPhone Xr Back Glass Repair
2019,11,4098,United States,iPhone 8 Plus Screen Repair
2019,12,4098,United States,iPhone 7 Screen Repair
2020,1,4098,United States,iPad Mini 2 Digitizer Screen Repair 
2020,2,4098,United States,iPhone X Full Screen Repair
2020,3,4098,United States,iPhone 7 Screen Repair
2020,4,4098,United States,Software
2020,5,4098,United States,iPhone 6s Replacement Screen Repair
2019,1,4106,United States,Screen (Digitizer+LCD) Replacement Black
2019,2,4106,United States,Screen (Digitizer+LCD) Replacement White
2019,3,4106,United States,lcd Touch glass (Digitizer) white
2019,4,4106,United States,programing issu
2019,5,4106,United States,Screen (Digitizer+LCD) Replacement White
2019,6,4106,United States,"Black Screen Supply & Install, Programming/ Factory Reseting"
2019,7,4106,United States,Black Screen Supply & Install
2019,8,4106,United States,Screen (Digitizer+LCD) Black
2019,9,4106,United States,Screen (Digitizer+LCD) Replacement Black
2019,10,4106,United States,Screen (Digitizer+LCD) Black
2019,11,4106,United States,lcd replacement black
2019,12,4106,United States,Screen (Digitizer+LCD) Replacement White
2020,1,4106,United States,lcd replacement
2020,2,4106,United States,Screen (Digitizer+LCD) Black
2020,3,4106,United States,lcd replacement
2020,4,4106,United States,Digitizer Replacement
2020,5,4106,United States,lcd replacement
2020,6,4106,United States,Screen replacement
2020,7,4106,United States,Screen (Digitizer+LCD) Replacement White
2020,8,4106,United States,white screen lcd
2020,9,4106,United States,Screen (Digitizer+LCD) Replacement White
2020,10,4106,United States,POWER BUTTON
2020,11,4106,United States,net 10 $40
2020,12,4106,United States,lcd replacement
2019,1,4108,United States,Battery Replacement
2019,2,4108,United States,Screen (Digitizer+LCD) Replacement
2019,3,4108,United States,Front Screen Replacement
2019,4,4108,United States,Screen (Digitizer+LCD) Replacement
2019,5,4108,United States,back glass 
2019,6,4108,United States,LCD Replacement 
2019,7,4108,United States,Battery Replacement
2019,8,4108,United States,screen replacement
2019,9,4108,United States,Front Screen Replacement
2019,10,4108,United States,LCD Replacement 
2019,11,4108,United States,Front Screen Replacement
2019,12,4108,United States,New Windows
2020,1,4108,United States,Battery Replacement
2020,2,4108,United States,back glass 
2020,3,4108,United States,Charging Port
2020,4,4108,United States,Inspection
2020,5,4108,United States,Screen (Digitizer+LCD) Replacement
2020,6,4108,United States,LCD Replacement 
2020,7,4108,United States,Battery replacement
2020,8,4108,United States,Screen (Digitizer+LCD) Replacement
2020,9,4108,United States,Water Damage Repair
2020,10,4108,United States,Tear down and clean
2020,11,4108,United States,Screen (Digitizer+LCD) Replacement
2020,12,4108,United States,back glass
2019,1,4119,United States,Screen (Digitizer+LCD) Replacement
2019,2,4119,United States,Screen (Digitizer+LCD) Replacement
2019,3,4119,United States,Screen Repair (Premium)
2019,4,4119,United States,Battery Replacement
2019,5,4119,United States,Charging Port
2019,6,4119,United States,Battery Replacement
2019,7,4119,United States,Remove and wipe device accs
2019,8,4119,United States,Diagnose 
2019,9,4119,United States,Screen Replacement (Digitizer+LCD) 
2019,10,4119,United States,Screen (Digitizer+LCD) Replacement (Original Quality)
2019,11,4119,United States,Screen Replacement (Digitizer+LCD) (Sub-STANDARD Quality)
2019,12,4119,United States,Screen  (STANDARD Quality) (Digitizer+LCD) Replacement
2020,1,4119,United States,Screen  (STANDARD Quality) (Digitizer+LCD) Replacement
2020,2,4119,United States,LCD + Glass
2020,3,4119,United States,Screen  (STANDARD Quality) (Digitizer+LCD) Replacement
2020,4,4119,United States,"Charger Port Replacement,  Board "
2020,5,4119,United States,Screen (Glass Repair (Premium)
2020,6,4119,United States,Screen Replacement (Digitizer+LCD) (Sub-STANDARD Quality)
2020,7,4119,United States,Battery Replacement
2020,8,4119,United States,Screen  (ORIGINAL Quality) (Digitizer+LCD) Replacement
2020,9,4119,United States,Screen Replacement (Glass only) touch and oled must be good
2020,10,4119,United States,Screen  (STANDARD Quality) (Digitizer+LCD) Replacement
2020,11,4119,United States,Glass & LCD Replacement
2020,12,4119,United States,Screen  (ORIGINAL) (Digitizer+LCD) Replacement
2019,3,4123,Sweden,"iP 5C Display Svart Reparation, iP 5C Batteribyte Reparation"
2019,5,4123,Sweden,iP SE Batteribyte Reparation
2019,7,4123,Sweden,Display NCC Vit
2020,4,4123,Sweden,Hemknapp Reparation
2019,1,4143,Australia,SHATTERED GLASS
2019,2,4143,Australia,BATTERY REPLACEMENT
2019,3,4143,Australia,iPhone 6S Screen Replacement
2019,4,4143,Australia,iPhone 6S Screen Replacement
2019,5,4143,Australia,iPhone 5 SE Screen Replacement
2019,6,4143,Australia,iPhone 6S+ Screen Replacement
2019,7,4143,Australia,iPhone 6s Battery Replacement
2019,8,4143,Australia,Samsung J5 Pro Screen Replacement
2019,9,4143,Australia,iPhone 6 Screen Replacement
2019,10,4143,Australia,iPhone 6s Battery Replacement
2019,11,4143,Australia,iPhone 5S Screen Replacement
2019,12,4143,Australia,iPhone 6 Battery Replacement
2020,1,4143,Australia,iPhone 6 Screen Replacement
2020,2,4143,Australia,iPhone 6S Screen Replacement
2020,3,4143,Australia,iPhone 7+ 128GB
2020,4,4143,Australia,iPhone 5 Battery Replacement
2020,5,4143,Australia,iPhone 6s Battery Replacement
2020,6,4143,Australia,Samsung S9+ Screen Replacement 
2020,7,4143,Australia,Smsg S8 Screen Replacement
2020,8,4143,Australia,iPhone 6 Screen Replacement
2020,9,4143,Australia,iPhone 6S Screen Replacement
2020,10,4143,Australia,iPhone 7 Screen Replacement
2020,11,4143,Australia,iPhone 11 Screen Replacement
2020,12,4143,Australia,Samsung A20 LCD Replacement
2019,1,4162,Mexico,Instalacion de software general
2019,2,4162,Mexico,Instalacion de software oficial con iTunes
2019,3,4162,Mexico,Instalacion de baterias
2019,4,4162,Mexico,Revision general
2019,5,4162,Mexico,Revision general
2019,6,4162,Mexico,Instalacion de baterias
2019,7,4162,Mexico,Revision de problemas generales rapida
2019,8,4162,Mexico,Revision de problemas generales rapida
2019,9,4162,Mexico,Instalación de pantalla
2019,10,4162,Mexico,Instalación de pantalla/ touch
2019,11,4162,Mexico,Instalacion de software oficial con iTunes
2019,12,4162,Mexico,Instalación de pantalla/ touch
2020,1,4162,Mexico,Instalacion de baterias
2020,2,4162,Mexico,Revision general
2020,3,4162,Mexico,Instalacion de software general
2020,4,4162,Mexico,Instalacion de software oficial con iTunes
2020,5,4162,Mexico,Instalacion de circuitos y microchips con Microsoldadura y Reballing
2020,6,4162,Mexico,Instalación de pantalla/ touch
2020,7,4162,Mexico,Revision general
2020,8,4162,Mexico,Instalación de pantalla/ touch
2020,9,4162,Mexico,Revision general
2020,10,4162,Mexico,Instalación de refacciones con soldadura
2020,11,4162,Mexico,Instalacion de baterias
2020,12,4162,Mexico,Instalación de pantalla/ touch
2019,1,4178,United States,LCD Glass Assembly
2019,1,4185,United States,Screen Glass and LCD  Replacement (Aftermarket) 
2019,2,4185,United States,Screen Glass and LCD  Replacement (Aftermarket) 
2019,3,4185,United States,Screen Glass and LCD  Replacement (Aftermarket) 
2019,4,4185,United States,Charging Port Replacement
2019,1,4191,Spain,"Microsoldadura NIVEL 2, Cambio de bateria"
2019,2,4191,Spain,Microsoldadura NIVEL 2
2019,3,4191,Spain,Sustitución Pantalla (Lcd+Táctil)
2019,4,4191,Spain,Microsoldadura NIVEL 2
2019,5,4191,Spain,Cambio flex de carga
2019,6,4191,Spain,Reparación en placa base
2019,7,4191,Spain,Cambio de pantalla 
2019,8,4191,Spain,Flex conector carga
2019,10,4191,Spain,Cambio de pantalla táctil
2019,1,4204,United States,iPhone 8 Plus Glass Only Screen Repair
2019,2,4204,United States,iPhone 7 Glass Only Screen Repair
2019,3,4204,United States,iPhone 6 Glass Only Screen Repair
2019,4,4204,United States,iPhone 6 Battery Replacement
2019,5,4204,United States,Labor
2019,6,4204,United States,iPad Mini 2 Digitizer Screen Repair 
2019,7,4204,United States,iPad Pro 9.7 Screen Repair
2019,8,4204,United States,iPhone 7 Glass Only Replacement Screen Repair
2019,9,4204,United States,iPhone 7 Glass Only Replacement Screen Repair
2019,10,4204,United States,iPhone 7 Original Glass Only Original Screen Repair
2019,11,4204,United States,Charging port
